Age,Gender,City,AreaType,AnnualIncome,CreditScore,LoanApproved
63,Female,Trivandrum,Semi-Urban,456610,657,0
54,Female,Madurai,Semi-Urban,551641,662,0
39,Female,Kochi,Semi-Urban,540443,773,1
27,Male,Kochi,Semi-Urban,807889,684,1
51,Male,Chennai,Urban,671721,704,1
38,Female,Hyderabad,Urban,420106,770,1
60,Female,Trivandrum,Semi-Urban,429391,769,0
34,Female,Bengaluru,Urban,622550,671,1
59,Male,Kochi,Semi-Urban,773243,641,0
56,Female,Trivandrum,Semi-Urban,912971,626,0
37,Male,Hyderabad,Urban,634343,621,1
57,Female,Bengaluru,Urban,575147,658,1
64,Male,Coimbatore,Semi-Urban,555233,624,0
29,Female,Bengaluru,Urban,454260,676,1
40,Male,Hyderabad,Urban,584439,644,1
48,Female,Trivandrum,Semi-Urban,502610,663,0
40,Male,Coimbatore,Semi-Urban,518261,675,1
61,Male,Madurai,Semi-Urban,718942,664,1
56,Male,Delhi,Urban,312061,627,0
47,Female,Mumbai,Urban,216724,697,0
28,Male,Coimbatore,Semi-Urban,409738,741,1
52,Male,Delhi,Urban,758321,740,1
21,Female,Delhi,Urban,670028,722,1
37,Female,Mumbai,Urban,788146,666,1
29,Male,Hyderabad,Urban,269952,648,1
40,Male,Mumbai,Urban,702459,715,1
52,Male,Hyderabad,Urban,312403,696,1
22,Female,Hyderabad,Urban,383745,715,0
52,Female,Pune,Urban,340580,772,0
29,Female,Hyderabad,Urban,374093,678,1
50,Male,Chennai,Urban,1128425,642,1
40,Female,Hyderabad,Urban,706151,653,1
58,Male,Delhi,Urban,230388,687,1
21,Male,Madurai,Semi-Urban,285590,651,0
25,Female,Coimbatore,Semi-Urban,616137,717,0
55,Male,Coimbatore,Semi-Urban,633630,715,1
56,Male,Madurai,Semi-Urban,472801,744,0
21,Female,Pune,Urban,937818,744,1
34,Male,Chennai,Urban,421993,553,1
29,Male,Mumbai,Urban,785835,640,1
50,Female,Hyderabad,Urban,762580,685,1
44,Female,Hyderabad,Urban,1080648,624,1
24,Female,Kochi,Semi-Urban,1089196,677,0
34,Male,Mumbai,Urban,738805,641,1
45,Male,Kochi,Semi-Urban,607222,659,1
24,Male,Hyderabad,Urban,671460,763,1
45,Female,Hyderabad,Urban,722923,741,1
30,Male,Hyderabad,Urban,228008,681,1
55,Female,Coimbatore,Semi-Urban,300367,636,0
27,Male,Delhi,Urban,794957,697,1
62,Male,Pune,Urban,873313,573,1
33,Female,Coimbatore,Semi-Urban,897468,713,1
24,Female,Mumbai,Urban,557412,709,1
63,Female,Chennai,Urban,665483,622,0
56,Female,Kochi,Semi-Urban,508343,747,0
34,Female,Trivandrum,Semi-Urban,967845,651,1
38,Female,Mumbai,Urban,522311,635,1
28,Female,Chennai,Urban,443587,689,1
52,Female,Delhi,Urban,568065,615,0
47,Female,Chennai,Urban,521745,637,0
62,Male,Pune,Urban,585636,698,1
57,Male,Kochi,Semi-Urban,780441,658,1
43,Male,Hyderabad,Urban,625414,751,1
27,Male,Chennai,Urban,481645,603,0
32,Male,Trivandrum,Semi-Urban,469290,685,1
45,Male,Trivandrum,Semi-Urban,492781,730,1
23,Female,Delhi,Urban,211086,720,0
46,Female,Kochi,Semi-Urban,780795,646,0
24,Male,Delhi,Urban,723419,772,1
62,Male,Hyderabad,Urban,911593,587,1
56,Female,Pune,Urban,676142,678,1
35,Female,Mumbai,Urban,298700,726,1
52,Female,Bengaluru,Urban,630385,741,1
49,Female,Hyderabad,Urban,636880,635,0
30,Female,Bengaluru,Urban,748356,687,1
41,Male,Hyderabad,Urban,959577,720,1
36,Male,Delhi,Urban,352999,671,1
39,Female,Bengaluru,Urban,713377,620,1
49,Male,Madurai,Semi-Urban,566333,594,0
38,Female,Kochi,Semi-Urban,1113727,647,0
64,Male,Hyderabad,Urban,776393,652,1
36,Female,Hyderabad,Urban,547424,642,1
21,Male,Mumbai,Urban,871862,773,1
22,Male,Chennai,Urban,550858,707,1
35,Male,Bengaluru,Urban,736050,665,1
59,Female,Bengaluru,Urban,522783,668,1
48,Male,Hyderabad,Urban,614929,671,1
21,Female,Bengaluru,Urban,854699,709,1
25,Female,Bengaluru,Urban,526635,626,0
62,Female,Madurai,Semi-Urban,-7086,632,0
42,Female,Hyderabad,Urban,448794,678,1
56,Female,Mumbai,Urban,896628,542,0
33,Male,Chennai,Urban,917037,639,1
21,Male,Bengaluru,Urban,456756,724,1
36,Female,Trivandrum,Semi-Urban,281267,719,0
61,Female,Bengaluru,Urban,506506,599,0
42,Male,Bengaluru,Urban,793227,674,1
52,Female,Delhi,Urban,556166,613,0
36,Male,Bengaluru,Urban,202041,641,1
35,Male,Mumbai,Urban,713451,648,1
62,Male,Hyderabad,Urban,806432,712,1
32,Male,Hyderabad,Urban,916580,726,1
21,Male,Bengaluru,Urban,187675,654,1
37,Male,Pune,Urban,828988,604,1
61,Male,Delhi,Urban,637262,589,1
48,Male,Delhi,Urban,467964,736,1
27,Male,Kochi,Semi-Urban,270467,665,0
29,Male,Coimbatore,Semi-Urban,228948,669,1
42,Male,Delhi,Urban,446363,622,1
46,Male,Trivandrum,Semi-Urban,436958,725,0
32,Male,Mumbai,Urban,578741,710,1
27,Male,Hyderabad,Urban,896141,658,1
35,Female,Coimbatore,Semi-Urban,585930,633,0
58,Male,Madurai,Semi-Urban,291577,688,0
41,Male,Bengaluru,Urban,396315,586,1
34,Male,Delhi,Urban,667023,704,1
22,Male,Kochi,Semi-Urban,449504,664,0
28,Female,Bengaluru,Urban,576713,688,1
26,Male,Pune,Urban,830687,677,1
57,Male,Delhi,Urban,729941,722,1
57,Male,Kochi,Semi-Urban,490244,725,0
53,Male,Chennai,Urban,403670,731,1
61,Male,Chennai,Urban,993869,684,1
26,Female,Bengaluru,Urban,459911,675,0
46,Male,Chennai,Urban,1078268,646,1
59,Male,Mumbai,Urban,923855,650,1
61,Female,Coimbatore,Semi-Urban,582069,697,0
57,Female,Delhi,Urban,356030,680,0
34,Female,Chennai,Urban,607696,740,1
57,Male,Bengaluru,Urban,863420,668,1
28,Male,Kochi,Semi-Urban,524002,608,1
59,Male,Mumbai,Urban,336511,687,1
33,Female,Pune,Urban,488196,726,1
33,Male,Coimbatore,Semi-Urban,678049,705,1
60,Male,Coimbatore,Semi-Urban,694235,703,1
63,Female,Bengaluru,Urban,616295,730,1
48,Female,Coimbatore,Semi-Urban,506768,690,0
38,Male,Chennai,Urban,575546,597,1
39,Female,Delhi,Urban,507958,722,1
58,Female,Mumbai,Urban,627050,693,1
52,Male,Delhi,Urban,652544,673,1
42,Female,Bengaluru,Urban,551242,618,1
22,Male,Mumbai,Urban,431514,640,0
33,Female,Bengaluru,Urban,850203,587,1
43,Female,Bengaluru,Urban,659602,653,1
45,Male,Kochi,Semi-Urban,743298,649,1
48,Male,Pune,Urban,451588,673,1
31,Female,Coimbatore,Semi-Urban,582034,758,1
53,Male,Mumbai,Urban,447390,727,1
44,Male,Bengaluru,Urban,882872,681,1
22,Male,Bengaluru,Urban,383485,642,0
50,Female,Chennai,Urban,398370,622,0
37,Female,Pune,Urban,613586,733,1
60,Male,Mumbai,Urban,366583,615,0
54,Female,Coimbatore,Semi-Urban,882490,621,0
58,Male,Trivandrum,Semi-Urban,318027,808,0
42,Female,Delhi,Urban,552464,670,1
25,Male,Pune,Urban,516571,783,1
60,Male,Chennai,Urban,660143,662,1
36,Male,Mumbai,Urban,439547,742,1
33,Male,Madurai,Semi-Urban,651512,693,1
46,Male,Delhi,Urban,427805,645,0
51,Female,Chennai,Urban,398130,635,0
59,Male,Chennai,Urban,554794,568,1
43,Female,Trivandrum,Semi-Urban,579100,630,0
32,Female,Bengaluru,Urban,543861,714,1
34,Female,Madurai,Semi-Urban,522465,676,1
38,Male,Bengaluru,Urban,872903,651,1
47,Female,Kochi,Semi-Urban,660343,674,0
48,Female,Delhi,Urban,648837,727,1
38,Female,Delhi,Urban,814789,610,1
36,Female,Mumbai,Urban,327962,697,1
36,Male,Madurai,Semi-Urban,1015747,604,1
33,Male,Kochi,Semi-Urban,264177,540,0
49,Female,Coimbatore,Semi-Urban,846283,649,0
29,Female,Bengaluru,Urban,264054,655,1
46,Male,Bengaluru,Urban,587101,663,1
48,Male,Bengaluru,Urban,476359,674,1
61,Female,Bengaluru,Urban,905458,706,1
33,Male,Kochi,Semi-Urban,754205,642,1
56,Male,Mumbai,Urban,542550,612,1
29,Male,Trivandrum,Semi-Urban,706328,733,1
34,Male,Chennai,Urban,656365,742,1
32,Male,Hyderabad,Urban,740346,689,1
52,Female,Madurai,Semi-Urban,560661,702,0
58,Female,Pune,Urban,461157,729,0
23,Female,Pune,Urban,165748,729,0
36,Female,Coimbatore,Semi-Urban,531100,619,0
40,Male,Kochi,Semi-Urban,626881,667,1
52,Female,Madurai,Semi-Urban,399859,596,0
43,Female,Trivandrum,Semi-Urban,584880,693,1
37,Female,Pune,Urban,822815,709,1
36,Female,Bengaluru,Urban,617840,610,1
58,Male,Pune,Urban,452286,712,1
28,Male,Delhi,Urban,784638,727,1
39,Male,Bengaluru,Urban,643845,754,1
50,Female,Chennai,Urban,638091,671,1
54,Male,Madurai,Semi-Urban,514245,703,1
34,Female,Mumbai,Urban,347975,745,1
42,Male,Pune,Urban,648668,620,1
64,Female,Bengaluru,Urban,673524,672,1
37,Male,Mumbai,Urban,456602,615,1
35,Male,Hyderabad,Urban,631183,682,1
52,Male,Delhi,Urban,786955,668,1
33,Female,Kochi,Semi-Urban,396749,647,0
41,Male,Kochi,Semi-Urban,684449,710,1
60,Female,Bengaluru,Urban,579990,641,0
53,Male,Bengaluru,Urban,791975,660,1
47,Female,Bengaluru,Urban,815443,735,1
55,Male,Madurai,Semi-Urban,612329,780,1
36,Female,Hyderabad,Urban,599487,751,1
48,Male,Hyderabad,Urban,555256,693,1
54,Female,Mumbai,Urban,388328,716,0
21,Male,Coimbatore,Semi-Urban,678760,694,1
61,Female,Bengaluru,Urban,612226,578,0
51,Female,Bengaluru,Urban,448907,599,0
56,Male,Kochi,Semi-Urban,206705,665,0
64,Male,Pune,Urban,710120,776,1
53,Female,Kochi,Semi-Urban,528782,620,0
53,Female,Chennai,Urban,736850,716,1
59,Male,Delhi,Urban,327287,617,0
38,Male,Pune,Urban,614345,725,1
43,Male,Delhi,Urban,593651,707,1
43,Male,Hyderabad,Urban,558044,616,1
35,Male,Hyderabad,Urban,916090,685,1
46,Female,Pune,Urban,632182,712,1
50,Male,Trivandrum,Semi-Urban,253825,691,0
45,Male,Kochi,Semi-Urban,519853,739,1
36,Female,Chennai,Urban,277312,715,1
59,Male,Delhi,Urban,883070,772,1
34,Female,Hyderabad,Urban,649255,759,1
37,Female,Chennai,Urban,568001,704,1
32,Male,Madurai,Semi-Urban,317863,721,1
49,Male,Hyderabad,Urban,634560,669,1
52,Female,Hyderabad,Urban,809793,700,1
44,Female,Pune,Urban,718306,713,1
33,Male,Chennai,Urban,710436,652,1
40,Male,Trivandrum,Semi-Urban,886843,756,1
35,Male,Kochi,Semi-Urban,905680,660,1
24,Male,Pune,Urban,621627,695,1
54,Male,Coimbatore,Semi-Urban,717706,670,1
48,Female,Trivandrum,Semi-Urban,942728,753,0
22,Female,Hyderabad,Urban,399144,611,0
50,Male,Mumbai,Urban,695598,616,1
46,Female,Pune,Urban,395580,650,0
46,Male,Bengaluru,Urban,525258,661,1
40,Male,Coimbatore,Semi-Urban,867617,682,1
62,Male,Chennai,Urban,431234,616,0
48,Male,Chennai,Urban,818088,692,1
40,Male,Chennai,Urban,478541,615,1
31,Female,Bengaluru,Urban,819872,686,1
30,Male,Pune,Urban,892667,739,1
43,Female,Madurai,Semi-Urban,418711,722,0
57,Male,Delhi,Urban,727588,662,1
61,Male,Trivandrum,Semi-Urban,821905,649,0
39,Male,Delhi,Urban,513475,808,1
38,Female,Coimbatore,Semi-Urban,713739,714,1
47,Male,Coimbatore,Semi-Urban,360921,712,0
26,Female,Chennai,Urban,1038294,730,1
30,Female,Mumbai,Urban,451007,708,1
22,Female,Kochi,Semi-Urban,542295,708,0
44,Male,Pune,Urban,573387,697,1
58,Female,Kochi,Semi-Urban,616336,696,0
48,Male,Madurai,Semi-Urban,689583,666,1
48,Female,Coimbatore,Semi-Urban,686318,676,0
59,Male,Delhi,Urban,378008,756,1
22,Male,Madurai,Semi-Urban,350245,722,0
25,Male,Hyderabad,Urban,939665,639,1
31,Male,Hyderabad,Urban,831558,726,1
30,Male,Coimbatore,Semi-Urban,339531,676,1
63,Female,Bengaluru,Urban,679214,643,0
22,Female,Hyderabad,Urban,762519,701,1
35,Male,Delhi,Urban,1012676,637,1
59,Male,Mumbai,Urban,505030,635,1
61,Male,Pune,Urban,804316,744,1
57,Male,Pune,Urban,745337,619,1
27,Female,Mumbai,Urban,462317,690,0
40,Female,Delhi,Urban,531098,724,1
54,Male,Trivandrum,Semi-Urban,449740,639,0
55,Male,Mumbai,Urban,672125,735,1
54,Female,Chennai,Urban,290921,711,0
42,Female,Trivandrum,Semi-Urban,556403,852,1
51,Male,Trivandrum,Semi-Urban,528504,688,1
43,Male,Chennai,Urban,191285,774,1
39,Male,Coimbatore,Semi-Urban,661699,620,1
24,Male,Kochi,Semi-Urban,735481,641,0
44,Male,Chennai,Urban,310143,736,1
40,Male,Kochi,Semi-Urban,600532,653,1
59,Female,Chennai,Urban,324792,658,0
48,Male,Chennai,Urban,624431,775,1
59,Female,Coimbatore,Semi-Urban,833839,715,0
37,Male,Pune,Urban,498454,708,1
39,Male,Chennai,Urban,541210,695,1
55,Male,Pune,Urban,1022742,700,1
52,Male,Chennai,Urban,451008,594,0
59,Female,Bengaluru,Urban,412890,689,0
55,Male,Bengaluru,Urban,598951,646,1
50,Male,Chennai,Urban,1083306,732,1
37,Female,Hyderabad,Urban,650676,646,1
62,Male,Pune,Urban,468422,653,1
49,Male,Chennai,Urban,719165,613,1
26,Male,Hyderabad,Urban,749007,712,1
37,Male,Trivandrum,Semi-Urban,721343,752,1
37,Male,Hyderabad,Urban,756539,636,1
34,Male,Kochi,Semi-Urban,787200,647,1
44,Female,Mumbai,Urban,574288,731,1
57,Female,Chennai,Urban,574288,677,1
60,Male,Trivandrum,Semi-Urban,768206,691,1
59,Male,Bengaluru,Urban,111149,707,1
52,Male,Hyderabad,Urban,81517,668,1
56,Male,Hyderabad,Urban,480473,662,1
57,Male,Mumbai,Urban,531370,634,1
34,Female,Kochi,Semi-Urban,738855,629,0
47,Female,Mumbai,Urban,503952,585,0
39,Male,Delhi,Urban,834406,688,1
51,Female,Delhi,Urban,628819,688,1
29,Male,Hyderabad,Urban,443975,703,1
58,Male,Pune,Urban,852675,724,1
37,Male,Pune,Urban,655471,691,1
39,Male,Delhi,Urban,340311,610,1
64,Female,Bengaluru,Urban,752955,645,0
24,Male,Mumbai,Urban,752759,630,1
31,Male,Chennai,Urban,344596,631,1
42,Female,Mumbai,Urban,621448,708,1
24,Male,Chennai,Urban,720954,683,1
37,Male,Trivandrum,Semi-Urban,266987,635,0
28,Male,Bengaluru,Urban,811101,716,1
54,Male,Pune,Urban,462312,669,1
31,Female,Chennai,Urban,426967,643,0
51,Male,Kochi,Semi-Urban,543181,700,1
31,Female,Madurai,Semi-Urban,739846,748,1
58,Male,Chennai,Urban,799428,648,1
41,Male,Pune,Urban,933021,633,1
50,Male,Hyderabad,Urban,421346,702,1
30,Female,Pune,Urban,673376,688,1
46,Male,Pune,Urban,736387,658,1
47,Female,Chennai,Urban,696950,649,0
28,Male,Coimbatore,Semi-Urban,404087,687,1
59,Male,Chennai,Urban,651328,621,1
28,Male,Chennai,Urban,664299,659,1
28,Female,Bengaluru,Urban,474369,645,0
54,Male,Chennai,Urban,696674,634,1
36,Male,Kochi,Semi-Urban,641725,692,1
61,Male,Mumbai,Urban,329470,772,1
33,Female,Coimbatore,Semi-Urban,726679,602,0
43,Female,Hyderabad,Urban,622886,723,1
32,Female,Pune,Urban,221797,684,1
47,Male,Bengaluru,Urban,540025,482,1
42,Female,Bengaluru,Urban,624731,661,1
52,Female,Trivandrum,Semi-Urban,456163,851,0
47,Male,Madurai,Semi-Urban,662487,577,0
22,Male,Coimbatore,Semi-Urban,542467,739,1
53,Male,Mumbai,Urban,805081,700,1
46,Male,Chennai,Urban,654221,634,1
48,Female,Bengaluru,Urban,980765,704,1
39,Female,Mumbai,Urban,311621,701,1
63,Female,Mumbai,Urban,663968,676,1
25,Male,Hyderabad,Urban,603342,664,1
53,Male,Delhi,Urban,684118,660,1
40,Male,Trivandrum,Semi-Urban,861718,694,1
50,Male,Trivandrum,Semi-Urban,313449,706,0
28,Female,Chennai,Urban,721586,729,1
58,Male,Delhi,Urban,667393,672,1
37,Female,Bengaluru,Urban,418056,697,1
64,Female,Bengaluru,Urban,837749,615,0
21,Female,Coimbatore,Semi-Urban,612132,593,0
23,Male,Trivandrum,Semi-Urban,451441,658,0
46,Female,Trivandrum,Semi-Urban,685729,621,0
51,Female,Chennai,Urban,791166,679,1
28,Female,Madurai,Semi-Urban,663512,700,1
63,Female,Bengaluru,Urban,514543,684,1
28,Female,Madurai,Semi-Urban,441160,654,0
55,Male,Hyderabad,Urban,437258,637,0
59,Female,Bengaluru,Urban,758973,715,1
48,Female,Hyderabad,Urban,788641,734,1
24,Female,Chennai,Urban,549690,680,1
36,Female,Mumbai,Urban,1066984,641,1
33,Male,Pune,Urban,552342,717,1
40,Male,Hyderabad,Urban,585018,617,1
25,Male,Kochi,Semi-Urban,520879,626,0
57,Male,Madurai,Semi-Urban,576544,712,1
40,Male,Kochi,Semi-Urban,592280,599,1
44,Male,Hyderabad,Urban,716106,616,1
56,Male,Pune,Urban,561099,740,1
54,Female,Chennai,Urban,721295,598,0
54,Male,Delhi,Urban,280616,663,1
39,Male,Coimbatore,Semi-Urban,475191,767,1
37,Male,Bengaluru,Urban,535934,709,1
25,Male,Trivandrum,Semi-Urban,549009,628,0
45,Male,Chennai,Urban,233315,697,1
38,Male,Chennai,Urban,778996,701,1
28,Female,Hyderabad,Urban,306223,624,0
47,Male,Pune,Urban,473664,706,1
35,Female,Madurai,Semi-Urban,594390,746,1
33,Female,Chennai,Urban,1008416,758,1
36,Female,Bengaluru,Urban,589405,702,1
42,Male,Hyderabad,Urban,689680,720,1
40,Male,Delhi,Urban,303189,634,1
33,Male,Madurai,Semi-Urban,432994,766,1
40,Male,Pune,Urban,460848,635,1
22,Male,Trivandrum,Semi-Urban,493271,646,0
55,Female,Delhi,Urban,803375,659,1
39,Male,Bengaluru,Urban,490275,653,1
57,Male,Bengaluru,Urban,721697,621,1
26,Male,Delhi,Urban,445874,665,1
34,Female,Delhi,Urban,544091,756,1
24,Female,Coimbatore,Semi-Urban,120200,648,0
42,Male,Hyderabad,Urban,585818,650,1
59,Male,Bengaluru,Urban,597239,750,1
56,Male,Mumbai,Urban,561191,580,1
54,Female,Pune,Urban,993080,720,1
47,Female,Coimbatore,Semi-Urban,586955,669,0
27,Female,Bengaluru,Urban,55500,704,0
23,Male,Madurai,Semi-Urban,356095,695,0
53,Female,Mumbai,Urban,591381,749,1
22,Female,Hyderabad,Urban,584087,623,0
62,Female,Hyderabad,Urban,437415,613,0
36,Male,Delhi,Urban,395748,698,1
45,Male,Delhi,Urban,877136,623,1
35,Male,Kochi,Semi-Urban,797954,720,1
44,Male,Delhi,Urban,825035,701,1
35,Female,Bengaluru,Urban,474355,696,1
51,Female,Chennai,Urban,740039,646,0
34,Male,Coimbatore,Semi-Urban,86542,678,1
34,Male,Kochi,Semi-Urban,516894,668,1
26,Male,Mumbai,Urban,489717,764,1
34,Female,Chennai,Urban,549738,666,1
37,Male,Bengaluru,Urban,623073,646,1
38,Male,Hyderabad,Urban,565759,731,1
40,Male,Bengaluru,Urban,374489,632,1
37,Male,Mumbai,Urban,451123,771,1
36,Female,Coimbatore,Semi-Urban,703645,600,0
60,Female,Hyderabad,Urban,670915,769,1
59,Male,Coimbatore,Semi-Urban,918560,680,1
52,Female,Trivandrum,Semi-Urban,662478,659,0
64,Male,Bengaluru,Urban,897600,767,1
29,Female,Kochi,Semi-Urban,310473,666,0
47,Male,Chennai,Urban,718140,628,1
53,Male,Kochi,Semi-Urban,751509,676,1
30,Male,Bengaluru,Urban,696974,711,1
37,Male,Mumbai,Urban,359870,676,1
56,Male,Delhi,Urban,663489,665,1
37,Female,Bengaluru,Urban,527787,664,1
38,Female,Chennai,Urban,715692,709,1
43,Male,Hyderabad,Urban,582622,621,1
54,Female,Mumbai,Urban,486209,702,0
28,Male,Madurai,Semi-Urban,1056325,756,1
33,Female,Chennai,Urban,451334,750,1
43,Male,Hyderabad,Urban,655880,753,1
40,Female,Mumbai,Urban,710368,636,1
42,Male,Hyderabad,Urban,541335,763,1
43,Male,Kochi,Semi-Urban,827834,672,1
61,Male,Chennai,Urban,772644,700,1
55,Male,Coimbatore,Semi-Urban,262656,680,0
23,Female,Mumbai,Urban,723785,647,0
54,Male,Bengaluru,Urban,954577,687,1
53,Male,Kochi,Semi-Urban,447594,719,0
37,Male,Delhi,Urban,324521,708,1
39,Male,Hyderabad,Urban,539568,700,1
50,Female,Bengaluru,Urban,593569,639,0
43,Male,Chennai,Urban,606291,672,1
35,Female,Mumbai,Urban,809442,692,1
34,Male,Chennai,Urban,461199,600,1
22,Female,Delhi,Urban,706199,710,1
59,Female,Trivandrum,Semi-Urban,754132,701,0
38,Female,Madurai,Semi-Urban,620488,751,1
26,Female,Kochi,Semi-Urban,475192,658,0
52,Male,Kochi,Semi-Urban,368655,676,0
41,Female,Delhi,Urban,292805,679,1
60,Female,Pune,Urban,306018,714,0
48,Female,Chennai,Urban,278083,657,0
47,Female,Chennai,Urban,904924,742,1
22,Female,Bengaluru,Urban,563760,668,1
53,Male,Mumbai,Urban,1008531,691,1
36,Male,Bengaluru,Urban,673694,644,1
59,Male,Hyderabad,Urban,292711,622,0
42,Female,Mumbai,Urban,560378,674,1
63,Male,Pune,Urban,725189,637,1
33,Male,Pune,Urban,662195,629,1
22,Male,Trivandrum,Semi-Urban,512685,678,1
34,Male,Hyderabad,Urban,777704,613,1
58,Female,Madurai,Semi-Urban,389404,663,0
61,Female,Madurai,Semi-Urban,634290,681,0
48,Male,Madurai,Semi-Urban,757754,733,1
27,Male,Kochi,Semi-Urban,524853,673,1
38,Male,Chennai,Urban,698585,699,1
61,Male,Bengaluru,Urban,573918,616,1
56,Male,Madurai,Semi-Urban,639160,617,0
61,Male,Bengaluru,Urban,682743,723,1
56,Male,Hyderabad,Urban,540273,644,1
64,Male,Mumbai,Urban,877133,630,1
24,Female,Bengaluru,Urban,650813,629,0
50,Male,Madurai,Semi-Urban,710082,662,1
44,Male,Hyderabad,Urban,826581,711,1
40,Male,Bengaluru,Urban,717695,570,1
51,Female,Pune,Urban,409496,811,0
44,Male,Hyderabad,Urban,744185,683,1
27,Male,Madurai,Semi-Urban,650528,636,0
46,Male,Mumbai,Urban,459347,671,1
33,Female,Kochi,Semi-Urban,828088,631,0
28,Female,Chennai,Urban,394081,688,1
25,Female,Mumbai,Urban,489503,639,0
64,Male,Chennai,Urban,515925,686,1
33,Female,Pune,Urban,344859,655,1
49,Female,Bengaluru,Urban,596370,709,1
40,Male,Hyderabad,Urban,467286,765,1
34,Female,Madurai,Semi-Urban,645278,644,0
52,Male,Mumbai,Urban,945311,677,1
47,Male,Delhi,Urban,592145,713,1
45,Female,Kochi,Semi-Urban,696394,741,1
24,Female,Bengaluru,Urban,596125,698,1
41,Male,Bengaluru,Urban,536878,642,1
38,Male,Pune,Urban,746103,619,1
59,Female,Hyderabad,Urban,412230,693,0
35,Male,Hyderabad,Urban,799376,713,1
58,Male,Kochi,Semi-Urban,445229,705,0
44,Male,Chennai,Urban,869656,712,1
28,Female,Trivandrum,Semi-Urban,526521,616,0
48,Female,Mumbai,Urban,435028,651,0
41,Male,Madurai,Semi-Urban,620361,672,1
36,Male,Hyderabad,Urban,285445,692,1
36,Male,Chennai,Urban,385211,693,1
55,Male,Coimbatore,Semi-Urban,694815,697,1
37,Female,Hyderabad,Urban,835434,581,1
29,Male,Mumbai,Urban,482461,613,1
55,Male,Coimbatore,Semi-Urban,855026,682,1
49,Female,Kochi,Semi-Urban,517400,687,0
59,Male,Mumbai,Urban,636428,672,1
38,Male,Chennai,Urban,638128,700,1
32,Male,Trivandrum,Semi-Urban,906149,712,1
39,Female,Chennai,Urban,776867,624,1
42,Male,Pune,Urban,559341,593,1
35,Male,Chennai,Urban,1087066,660,1
21,Male,Coimbatore,Semi-Urban,588666,713,1
22,Female,Mumbai,Urban,603064,692,1
28,Male,Chennai,Urban,666492,665,1
42,Female,Mumbai,Urban,515855,741,1
45,Female,Chennai,Urban,876824,786,1
22,Female,Bengaluru,Urban,580879,716,1
29,Male,Chennai,Urban,729493,758,1
29,Male,Madurai,Semi-Urban,51515,604,0
33,Male,Bengaluru,Urban,626290,686,1
26,Male,Pune,Urban,532752,653,1
50,Female,Bengaluru,Urban,614280,714,1
35,Male,Kochi,Semi-Urban,368415,618,0
35,Male,Madurai,Semi-Urban,563447,678,1
27,Male,Pune,Urban,636725,648,1
31,Female,Bengaluru,Urban,528664,720,1
60,Male,Trivandrum,Semi-Urban,719405,655,1
58,Male,Bengaluru,Urban,612851,602,1
60,Male,Hyderabad,Urban,727369,703,1
22,Female,Trivandrum,Semi-Urban,795331,723,0
59,Male,Hyderabad,Urban,811306,635,1
30,Male,Hyderabad,Urban,523571,713,1
64,Male,Bengaluru,Urban,520590,685,1
37,Female,Bengaluru,Urban,920895,684,1
27,Male,Bengaluru,Urban,416413,571,0
60,Female,Madurai,Semi-Urban,515978,737,0
59,Female,Bengaluru,Urban,567772,697,1
24,Male,Trivandrum,Semi-Urban,428612,693,0
55,Male,Trivandrum,Semi-Urban,622560,700,1
56,Male,Delhi,Urban,843020,692,1
51,Male,Trivandrum,Semi-Urban,217476,754,0
45,Male,Kochi,Semi-Urban,496734,735,1
61,Male,Mumbai,Urban,623881,657,1
33,Male,Hyderabad,Urban,912926,816,1
38,Male,Pune,Urban,301251,718,1
41,Female,Pune,Urban,773799,777,1
21,Female,Kochi,Semi-Urban,567340,691,0
56,Male,Chennai,Urban,632483,685,1
28,Male,Mumbai,Urban,845541,617,1
41,Female,Mumbai,Urban,573662,591,1
63,Female,Trivandrum,Semi-Urban,593472,680,0
41,Female,Kochi,Semi-Urban,626998,663,1
47,Male,Delhi,Urban,640269,700,1
39,Male,Kochi,Semi-Urban,382260,645,0
43,Male,Bengaluru,Urban,632384,716,1
63,Female,Coimbatore,Semi-Urban,686820,725,0
55,Male,Chennai,Urban,277278,766,1
60,Male,Kochi,Semi-Urban,772877,798,1
62,Male,Bengaluru,Urban,783032,717,1
25,Female,Bengaluru,Urban,650597,780,1
61,Male,Bengaluru,Urban,331092,701,1
28,Female,Madurai,Semi-Urban,470236,693,0
31,Female,Delhi,Urban,134869,630,0
36,Female,Hyderabad,Urban,528462,684,1
59,Male,Coimbatore,Semi-Urban,417304,664,0
44,Female,Kochi,Semi-Urban,586409,632,0
41,Male,Kochi,Semi-Urban,800297,602,1
43,Male,Mumbai,Urban,499534,678,1
58,Female,Bengaluru,Urban,682222,624,0
28,Male,Chennai,Urban,582483,672,1
27,Male,Bengaluru,Urban,419217,720,1
22,Male,Kochi,Semi-Urban,881834,635,0
50,Male,Chennai,Urban,765491,618,1
